categories,place_name,place_name_link,review_count_x,review_count_link,thumbnail_image,thumbnail_image_alt,thumbnail_image_link,url_x,url_y,review_count_y,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode
Points of Interest & Landmarks,Atomica Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d4841660-Reviews-Atomica_Gallery-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d4841660-Reviews-Atomica_Gallery-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/04/85/59/43/atomica-gallery.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d4841660-Reviews-Atomica_Gallery-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d4841660-Reviews-Atomica_Gallery-London_England.html,3,4.5,,,,"75 Berwick Street | Soho, London W1F 8TG, England","London W1F 8TG,"
Churches & Cathedrals,St James's Church,https://www.tripadvisor.com/Attraction_Review-g186338-d8775037-Reviews-St_James_s_Church-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d8775037-Reviews-St_James_s_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/0a/59/a3/df/st-james-s-church.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d8775037-Reviews-St_James_s_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d8775037-Reviews-St_James_s_Church-London_England.html,4,4.0,,,,"London W2 3UD, England","London W2 3UD,"
Architectural Buildings,The Francis Crick Institute Building,https://www.tripadvisor.com/Attraction_Review-g186338-d13205611-Reviews-The_Francis_Crick_Institute_Building-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d13205611-Reviews-The_Francis_Crick_Institute_Building-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/11/76/26/ed/the.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d13205611-Reviews-The_Francis_Crick_Institute_Building-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13205611-Reviews-The_Francis_Crick_Institute_Building-London_England.html,3,3.5,,,,"1 Midland Road, London NW1 1AT, England","London NW1 1AT,"
Points of Interest & Landmarks,Keats House,https://www.tripadvisor.com/Attraction_Review-g186338-d7364167-Reviews-Keats_House-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7364167-Reviews-Keats_House-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7364167-Reviews-Keats_House-London_England.html,3,4.0,,,,"Keats House 24-26 St. Thomas Street, London SE1 9RS, England","London SE1 9RS,"
Historic Sites,Chapter House and Pyx Chamber,https://www.tripadvisor.com/Attraction_Review-g186338-d13184696-Reviews-Chapter_House_and_Pyx_Chamber-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d13184696-Reviews-Chapter_House_and_Pyx_Chamber-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/11/65/45/22/chapter-house-garden.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d13184696-Reviews-Chapter_House_and_Pyx_Chamber-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13184696-Reviews-Chapter_House_and_Pyx_Chamber-London_England.html,4,3.5,,,,"Abingdon Street | Westminster Abbey, London, London SW1P 3PA, England","London SW1P 3PA,"
Historic Sites,London's First Drinking Fountain,https://www.tripadvisor.com/Attraction_Review-g186338-d12987439-Reviews-London_s_First_Drinking_Fountain-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12987439-Reviews-London_s_First_Drinking_Fountain-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12987439-Reviews-London_s_First_Drinking_Fountain-London_England.html,2,4.0,,,,"Giltspur Street, London EC1A 2DQ, England","London EC1A 2DQ,"
Historic Sites,EMI House,https://www.tripadvisor.com/Attraction_Review-g186338-d190105-Reviews-EMI_House-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d190105-Reviews-EMI_House-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d190105-Reviews-EMI_House-London_England.html,2,5.0,,,,"Manchester Square, London, England","London,"
Monuments & Statues,Gladstone Monument,https://www.tripadvisor.com/Attraction_Review-g186338-d13149725-Reviews-Gladstone_Monument-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d13149725-Reviews-Gladstone_Monument-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/11/4c/81/33/il-memoriale-dettaglio.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d13149725-Reviews-Gladstone_Monument-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13149725-Reviews-Gladstone_Monument-London_England.html,4,3.5,,,,"95 Aldwych, London WC2B 4JF, England","London WC2B 4JF,"
Churches & Cathedrals,Ukrainian Catholic Cathedral of the Holy Family,https://www.tripadvisor.com/Attraction_Review-g186338-d13964387-Reviews-Ukrainian_Catholic_Cathedral_of_the_Holy_Family-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d13964387-Reviews-Ukrainian_Catholic_Cathedral_of_the_Holy_Family-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/12/89/c5/50/london.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d13964387-Reviews-Ukrainian_Catholic_Cathedral_of_the_Holy_Family-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13964387-Reviews-Ukrainian_Catholic_Cathedral_of_the_Holy_Family-London_England.html,1,5.0,,,,"22 Binney Street | Mayfair, London W1K 5BQ, England","London W1K 5BQ,"
Churches & Cathedrals,St Benet Paul's Wharf,https://www.tripadvisor.com/Attraction_Review-g186338-d10537671-Reviews-St_Benet_Paul_s_Wharf-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10537671-Reviews-St_Benet_Paul_s_Wharf-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0b/fd/49/a0/a-signboard-in-the-interior.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10537671-Reviews-St_Benet_Paul_s_Wharf-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10537671-Reviews-St_Benet_Paul_s_Wharf-London_England.html,3,3.5,,,,"Queen Victoria Street, London EC4V 4ER, England","London EC4V 4ER,"
Churches & Cathedrals,St Mary's Church,https://www.tripadvisor.com/Attraction_Review-g186338-d13894438-Reviews-St_Mary_s_Church-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d13894438-Reviews-St_Mary_s_Church-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13894438-Reviews-St_Mary_s_Church-London_England.html,1,5.0,,,,"Wyndham Place | York Street, London W1H 1PQ, England","London W1H 1PQ,"
Cemeteries,The Old Burial Ground,https://www.tripadvisor.com/Attraction_Review-g186338-d12865415-Reviews-The_Old_Burial_Ground-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12865415-Reviews-The_Old_Burial_Ground-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/10/8a/ef/bf/the-old-burial-ground.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d12865415-Reviews-The_Old_Burial_Ground-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12865415-Reviews-The_Old_Burial_Ground-London_England.html,2,4.0,,,,"| Dulwich Village, London SE21 7HN, England","London SE21 7HN,"
Gift & Specialty Shops,Blenheim Crescent,https://www.tripadvisor.com/Attraction_Review-g186338-d522819-Reviews-Blenheim_Crescent-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d522819-Reviews-Blenheim_Crescent-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d522819-Reviews-Blenheim_Crescent-London_England.html,2,4.5,,,,"Blenheim Crescent W11 | Woodstock, Oxfordshire, London, England","London,"
Architectural Buildings,Central Saint Gilles,https://www.tripadvisor.com/Attraction_Review-g186338-d2470225-Reviews-Central_Saint_Gilles-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d2470225-Reviews-Central_Saint_Gilles-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/12/38/56/a7/caption.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2470225-Reviews-Central_Saint_Gilles-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2470225-Reviews-Central_Saint_Gilles-London_England.html,1,5.0,,,,"London, England","London,"
Architectural Buildings,St. Gabriel's Church,https://www.tripadvisor.com/Attraction_Review-g186338-d12141109-Reviews-St_Gabriel_s_Church-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12141109-Reviews-St_Gabriel_s_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/12/b6/bb/27/caption.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d12141109-Reviews-St_Gabriel_s_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12141109-Reviews-St_Gabriel_s_Church-London_England.html,3,3.5,,,,"Warwick Square, Pimlico, London SW1V 2AD, England","London SW1V 2AD,"
Civic Centers,The Space,https://www.tripadvisor.com/Attraction_Review-g186338-d12988055-Reviews-The_Space-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d12988055-Reviews-The_Space-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12988055-Reviews-The_Space-London_England.html,1,5.0,,,,"269 Westferry Road, London E14 3RS, England","London E14 3RS,"
Monuments & Statues,Two Men on a Bench,https://www.tripadvisor.com/Attraction_Review-g186338-d12567834-Reviews-Two_Men_on_a_Bench-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12567834-Reviews-Two_Men_on_a_Bench-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0f/c7/a6/1c/two-men-on-a-bench.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d12567834-Reviews-Two_Men_on_a_Bench-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12567834-Reviews-Two_Men_on_a_Bench-London_England.html,4,3.5,,,,"18-20 Mackenzie Walk | Canary Wharf, London E14 4PH, England","London E14 4PH,"
Points of Interest & Landmarks,Bela Bartok Memorial Kensington,https://www.tripadvisor.com/Attraction_Review-g186338-d13125788-Reviews-Bela_Bartok_Memorial_Kensington-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d13125788-Reviews-Bela_Bartok_Memorial_Kensington-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/12/36/45/d2/caption.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d13125788-Reviews-Bela_Bartok_Memorial_Kensington-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13125788-Reviews-Bela_Bartok_Memorial_Kensington-London_England.html,2,4.0,,,,"Flat 9 Richmond Mansions Old Brompton Road, London SW5 9HL, England","London SW5 9HL,"
Points of Interest & Landmarks,St. Augustine Queens Gate,https://www.tripadvisor.com/Attraction_Review-g186338-d6591481-Reviews-St_Augustine_Queens_Gate-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6591481-Reviews-St_Augustine_Queens_Gate-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/05/cf/82/69/st-augustine-queens-gate.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6591481-Reviews-St_Augustine_Queens_Gate-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6591481-Reviews-St_Augustine_Queens_Gate-London_England.html,4,4.0,,,,"Queens Gate, Kensington, London SW7 5LP, England","London SW7 5LP,"
Historic Sites,Norton Folgate Alms Houses,https://www.tripadvisor.com/Attraction_Review-g186338-d13351785-Reviews-Norton_Folgate_Alms_Houses-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d13351785-Reviews-Norton_Folgate_Alms_Houses-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/11/be/9e/e9/norton-folgate-alms-houses.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d13351785-Reviews-Norton_Folgate_Alms_Houses-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13351785-Reviews-Norton_Folgate_Alms_Houses-London_England.html,1,5.0,,,,"Puma Court, London E1 6QG, England","London E1 6QG,"
Historic Walking Areas,Artillery Passage,https://www.tripadvisor.com/Attraction_Review-g186338-d13343795-Reviews-Artillery_Passage-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d13343795-Reviews-Artillery_Passage-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13343795-Reviews-Artillery_Passage-London_England.html,1,5.0,,,,"London E1 7LJ, England","London E1 7LJ,"
Churches & Cathedrals,Our Most Holy Redeemer & S. Thomas More Catholic Church,https://www.tripadvisor.com/Attraction_Review-g186338-d6510860-Reviews-Our_Most_Holy_Redeemer_S_Thomas_More_Catholic_Church-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6510860-Reviews-Our_Most_Holy_Redeemer_S_Thomas_More_Catholic_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/c6/3f/61/our-most-holy-redeemer.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6510860-Reviews-Our_Most_Holy_Redeemer_S_Thomas_More_Catholic_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6510860-Reviews-Our_Most_Holy_Redeemer_S_Thomas_More_Catholic_Church-London_England.html,2,4.5,,,,"7 Cheyne Row, London SW3 5HS, England","London SW3 5HS,"
Civic Centers,Chats Palace,https://www.tripadvisor.com/Attraction_Review-g186338-d13064623-Reviews-Chats_Palace-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d13064623-Reviews-Chats_Palace-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13064623-Reviews-Chats_Palace-London_England.html,1,5.0,,,,"42-44 Brooksby's Walk, London E9 6DF, England","London E9 6DF,"
Monuments & Statues,Tom Cribbs memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d13004522-Reviews-Tom_Cribbs_memorial-London_England.html,1 review,https://www.tripadvisor.com/Attraction_Review-g186338-d13004522-Reviews-Tom_Cribbs_memorial-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/11/14/da/da/tom-cribbs-memorial.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d13004522-Reviews-Tom_Cribbs_memorial-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d13004522-Reviews-Tom_Cribbs_memorial-London_England.html,1,5.0,,,,"| St Mary Magdalene Crescent, Woolwich, London, England","London,"
Churches & Cathedrals,St Mary's Stoke Newington,https://www.tripadvisor.com/Attraction_Review-g186338-d2633431-Reviews-St_Mary_s_Stoke_Newington-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2633431-Reviews-St_Mary_s_Stoke_Newington-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/02/6a/55/10/filename-dsc06269-jpg.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2633431-Reviews-St_Mary_s_Stoke_Newington-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa630-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2633431-Reviews-St_Mary_s_Stoke_Newington-London_England.html,3,4.0,,,,"St. Mary's Rectory Stoke Newington Church Street, London N16 9ES, England","London N16 9ES,"
